sample_id,annotation_priority,suggested_difficulty_label,required_evidence_ids,evidence_context,qa,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason
EV078,high,Hard,"[1, 2, 3]","[S1] "" do you think you are fit to appear before people ?
[S2] "" asked the master mariner .
[S3] "" the only clothes you have are the rags in which you stand and walk !","Q: why did the master mariner not want halvor to go ashore ?
A: he was unfit to appear before people .",3,yes,yes,"S1 directly states that the master mariner questioned whether Halvor was fit to appear before people, which supports the target answer.",,,,,,soria-moria-castle,320,causal relationship,local,implicit,"[S0] and then , since not a breeze was stirring , they lay there , and halvor begged the master mariner for permission to go ashore , and look around , for he would rather do that than lie down and sleep .
[S1] "" do you think you are fit to appear before people ?
[S2] "" asked the master mariner .
[S3] "" the only clothes you have are the rags in which you stand and walk !
[S4] "" yet halvor insisted , and finally he was given permission .
[S5] but he was to come back when the wind blew up .
[S6] halvor went , and it was a fair land .
[S7] no matter where he came , there were great plains , with fields and pastures ; but he saw no people at all .
[S8] the wind blew up again , but halvor decided that he had not yet seen enough , and wanted to go a little further , and see whether there were no people to be found at all .
[S9] after a time he came to a great highway , which was so even one could have rolled an egg along it with ease .
[S10] halvor went on along this highway , and as evening drew near , he saw a great castle in the distance , that shone afar .
[S11] since he had been wandering all day long , without much in the way of food , he had a fine appetite ; but the nearer he came to the castle , the more frightened he grew .","S1: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain why the master mariner did not want Halvor to go ashore; it only describes the mariner's question and a statement about Halvor's clothes, without linking the two.
S2: decision=drop, can_still_answer=yes, reason=The remaining sentences imply that Halvor's appearance was unacceptable, supporting the claim that the master mariner did not want him to go ashore for that reason.
S3: decision=keep, can_still_answer=no, reason=The remaining evidence does not provide a reason for why the master mariner did not want Halvor to go ashore.",Hard,"[1, 2, 3]",no,"S1 and S2 show the master mariner's concern about Halvor's appearance, and S3 explains the reason (rags). The answer is inferred from the question and supporting detail."
EV079,repair,Easy,[1],"[S1] "" thomas looked at her in amazement .","Q: how did thomas feel after the queen told him he could leave ?
A: surprised .",1,no,no,"S1 states Thomas looked at her in amazement, but there is no evidence that the queen told him he could leave, making the target answer unsupported.",,,,,,thomas-the-rhymer,158,feeling,local,implicit,"[S0] "" it is time to mount and ride , thomas , "" she said , "" if thou wouldst ever see the fair castle of ercildoune again .
[S1] "" thomas looked at her in amazement .
[S2] "" thou spokest of seven long years , lady , "" he exclaimed , "" and i have been here but three days .
[S3] "" the queen smiled .
[S4] "" time passeth quickly in fairy - land , my friend , "" she replied .
[S5] "" thou thinkest that thou hast been here but three days .
[S6] it is seven years since we two met .
[S7] and now it is time for thee to go .
[S8] i would fain have had thy presence with me longer , but i dare not , for thine own sake .
[S9] for every seventh year an evil spirit cometh from the regions of darkness , and carrieth back with him one of our followers , whomsoever he chanceth to choose .
[S10] and , as thou art a goodly fellow , i fear that he might choose thee .
[S11] "" "" so , as i would be loth to let harm befall thee , i will take thee back to thine own country this very night .
[S12] """,,Easy,[1],yes,"S1 directly states Thomas looked at her in amazement, a close paraphrase of 'surprised.'"
EV080,high,Easy,[8],"[S8] "" dear , good pancake , do n't roll so fast ; but wait a little and let me eat you !","Q: what did the man want to do when he saw the pancake ?
A: eat it .",1,yes,yes,S8 directly states that the man wanted to eat the pancake.,,,,,,chronicle-of-pancake,380,action,local,implicit,"[S0] "" will you wait !
[S1] halt !
[S2] catch it !
[S3] hold it !
[S4] "" they all cried together , and wanted to catch up with it and grab it on the run ; but the pancake rolled and rolled , and sure enough , it got so far ahead of them that they could no longer see it , for it had nimbler legs than all of them .
[S5] after it had rolled a while it met a man .
[S6] "" good - day , pancake , "" said the man .
[S7] "" good - day , man tan , "" said the pancake .
[S8] "" dear , good pancake , do n't roll so fast ; but wait a little and let me eat you !
[S9] "" said the man .
[S10] "" mother gray and grandpa i 've left behind , and the seven squallers , too , you 'll find , so i think i can leave you as well , man tan !
[S11] "" said the pancake , and rolled and rolled until it met a hen .","S8: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[8],yes,S8 directly states the man's desire to eat the pancake.
EV081,high,Easy,[4],"[S4] "" there dwelleth my lord and all the nobles of his court ; and , as my lord hath an uncertain temper and shows no liking for any strange gallant whom he sees in my company , i pray thee , both for thy sake and mine , to utter no word to anyone who speaketh to thee ; and , if anyone should ask me who and what thou art , i will tell them that thou art dumb .","Q: what did the queen of the fairies order thomas to do after they arrived at the castle ?
A: not speak to anyone .",1,yes,yes,S4 directly states that the queen of the fairies (implied by 'my lord' and the context) ordered Thomas not to speak to anyone upon their arrival at the castle.,,,,,,thomas-the-rhymer,153,action,local,implicit,"[S0] "" this i can give thee , "" she said , "" and i do it gladly , for these apples are the apples of truth ; and whoso eateth them gaineth this reward , that his lips will never more be able to frame a lie .
[S1] "" thomas took the apple , and ate it ; and for evermore the grace of truth rested on his lips ; and that is why , in after years , men called him "" true thomas .
[S2] "" they had only a little way to go after this , before they came in sight of a magnificent castle standing on a hillside .
[S3] "" yonder is my abode , "" said the queen , pointing to it proudly .
[S4] "" there dwelleth my lord and all the nobles of his court ; and , as my lord hath an uncertain temper and shows no liking for any strange gallant whom he sees in my company , i pray thee , both for thy sake and mine , to utter no word to anyone who speaketh to thee ; and , if anyone should ask me who and what thou art , i will tell them that thou art dumb .
[S5] so wilt thou pass unnoticed in the crowd .
[S6] ""","S4: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[4],yes,S4 directly states the queen's order for Thomas to 'utter no word to anyone.'
EV082,repair,Hard,"[3, 13, 14]","[S3] when you get to your home - village , you must first go in alone .
[S13] he added to his mother , apart from the company , that he was married , and that he had left his wife at a short distance from the village .
[S14] she went out immediately in search of her ; they soon found her in the wood , and all the women in the village conducted her in honor to the lodge of her new relations .","Q: why did the old spirit want wassamo to leave his wife at a short distance from the lodge ?
A: he wanted wassamo to be accepted first .",3,no,no,"The evidence sentences do not explain why the old spirit wanted Wassamo to leave his wife at a short distance from the lodge, making the target answer unsupported and guessable.",,,,,,the-fire-plume,362,causal relationship,summary,implicit,"[S0] the rest of the old spirit seemed to have done him much good , for he was very cheerful ; and , first putting his head forth from the window for a puff at a sand - hill , which was his prime luxury in a morning , he said to wassamo , "" son - in - law , you have been very patient with our long absence from your company , and you shall be rewarded .
[S1] in a few days you may start with your wife to visit your relations .
[S2] you can be absent one year , but at the end of that time you must return .
[S3] when you get to your home - village , you must first go in alone .
[S4] leave your wife at a short distance from the lodge , and when you are welcome , then send for her .
[S5] when there , do not be surprised that she disappears whenever you hear it thunder .
[S6] "" he added , with a sly look , "" that old island spirit has a brother down in that part of the country .
[S7] you will prosper in all things , for my daughter is very diligent .
[S8] all the time that you pass in sleep , she will be at work .
[S9] the distance is short to your village .
[S10] a path leads directly to it , and when you get there , do not forget my wants as i stated to you before .
[S11] "" he related all that had happened to him from the moment of his leaving the temporary night - lodge with the flame on his head .
[S12] he told them of the strange land in which he had sojourned during his absence .
[S13] he added to his mother , apart from the company , that he was married , and that he had left his wife at a short distance from the village .
[S14] she went out immediately in search of her ; they soon found her in the wood , and all the women in the village conducted her in honor to the lodge of her new relations .
[S15] the indian people were astonished at her beauty , at the whiteness of her skin , and still more , that she was able to talk with them in their own language .
[S16] the village was happy , and the feast went on as long as the supply held out .
[S17] all were delighted to make the acquaintance of the old sand - spirit 's daughter ; and as they had heard that he was a magician and guardian of great power , the tobacco which he had sent for by his son - in - law , came in , in great abundance , with every visitor .
[S18] the summer and fall which wassamo thus passed with his parents and the people of his tribe were prosperous with all the country .",,Hard,"[3, 13, 14]",no,"S3 explains the mother's search for the wife, S13-14 confirm the wife's acceptance, implying the old spirit's instructions aimed to ensure Wassamo's acceptance first."
EV083,high,Hard,"[0, 3]","[S0] "" now you have delivered me , "" said he , "" for the old woman , with whom you and your master have been dealing , is a witch , and she turned me into a lizard , and my brother and sister into a dog and cat .
[S3] "" she was actually on the way to throw us into the sea and drown us ; but if any one were to appear and want to buy us , she had to sell us for four shillings apiece , that had been agreed upon .","Q: why was the youth to be rewarded ?
A: he saved the prince and his siblings .",2,no,yes,"S0 and S3 imply that the youth's action prevented the witch from drowning the prince and his siblings, which suggests he saved them, justifying the reward.",,,,,,youth-who-was-to-serve-three-years-without-pay,301,causal relationship,local,implicit,"[S0] "" now you have delivered me , "" said he , "" for the old woman , with whom you and your master have been dealing , is a witch , and she turned me into a lizard , and my brother and sister into a dog and cat .
[S1] "" the youth thought this a remarkable tale .
[S2] "" yes , indeed , "" said the prince .
[S3] "" she was actually on the way to throw us into the sea and drown us ; but if any one were to appear and want to buy us , she had to sell us for four shillings apiece , that had been agreed upon .
[S4] and now you shall go home with me to my father , and be rewarded for your good deed .
[S5] "" "" your home must be a good way off , "" said the youth .
[S6] "" o , it is not so far , "" declared the prince , "" there it is !
[S7] "" and he pointed to a high hill in the distance .","S0: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain why the youth was to be rewarded; it only describes a scenario involving selling and does not connect to saving the prince and his siblings.
S3: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain why the youth was to be rewarded; it only describes a statement about being delivered to a witch without mentioning the act of saving the prince and his siblings.",Hard,"[0, 3]",no,"S0 establishes the witch's threat, S3 explains the rescue context, and S11 directly links the reward to the youth's role in saving them."
EV084,high,Hard,"[1, 3, 5]","[S1] ' i can not come down with you , for i do not like anyone to see me , ' she ended with a sob .
[S3] i will manage all that , ' said the king 's son , and swinging himself to a lower branch , he bade his slave go quickly into the town , and bring back with him four strong men and a curtained litter .
[S5] very soon the slave returned with the litter , which was placed on the ground close to the bushes where the girl lay .","Q: how did the prince convince the girl to come down from the tree ?
A: he had a litter to hide her from others .",3,no,yes,"The prince's statement about managing everything and arranging a curtained litter implies the use of the litter to hide the girl, which supports the claim.",,,,,,the-one-handed-girl,252,action,local,implicit,"[S0] at that she began to cry again , and told the king 's son all that had befallen her since the death of her mother .
[S1] ' i can not come down with you , for i do not like anyone to see me , ' she ended with a sob .
[S2] ' oh !
[S3] i will manage all that , ' said the king 's son , and swinging himself to a lower branch , he bade his slave go quickly into the town , and bring back with him four strong men and a curtained litter .
[S4] when the man was gone , the girl climbed down , and hid herself on the ground in some bushes .
[S5] very soon the slave returned with the litter , which was placed on the ground close to the bushes where the girl lay .","S1: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain how the prince convinced the girl to come down from the tree, only that a litter was brought and placed nearby.
S3: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain how the prince convinced the girl to come down from the tree.
S5: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain how the prince convinced the girl to come down, only that she did not want to be seen and that he sent someone for a litter.",Medium,"[1, 3, 5]",yes,"S1 states the girl's refusal to be seen, S3 shows the prince's plan to manage visibility, and S5 confirms the litter was placed near her hidden location."
EV085,high,Hard,"[2, 3]","[S2] the youngest pair went last ; and says the princess to the prince , ' i 'm sure the two princes do n't mean any good to you .
[S3] keep these crowns under your cloak , and if you are obliged to stay last , do n't get into the basket , but put a big stone , or any heavy thing inside , and see what will happen .","Q: why did the youngest princess want her prince to put a big stone into the basket ?
A: she wanted to see if his brothers would do something bad to them .",2,no,yes,"S2 indicates the princess suspects her prince's brothers have ill intentions, and S3 suggests she wants to test what happens if they are forced to stay last, implying she wants to see if the brothers will act badly.",,,,,,the-three-crowns,487,causal relationship,local,implicit,"[S0] so they took leave of him with great respect , and walked arm - in - arm to the bottom of the draw - well .
[S1] there was a sky and a sun over them , and a great high wall , covered with ivy , rose before them , and was so high they could not see to the top of it ; and there was an arch in this wall , and the bottom of the draw - well was inside the arch .
[S2] the youngest pair went last ; and says the princess to the prince , ' i 'm sure the two princes do n't mean any good to you .
[S3] keep these crowns under your cloak , and if you are obliged to stay last , do n't get into the basket , but put a big stone , or any heavy thing inside , and see what will happen .
[S4] ' as soon as they were inside the dark cave , they put in the eldest princess first , and stirred the basket , and up she went .
[S5] then the basket was let down again , and up went the second princess , and then up went the youngest ; but first she put her arms round her prince 's neck , and kissed him , and cried a little .
[S6] at last it came to the turn of the youngest prince , and instead of going into the basket he put in a big stone .
[S7] he drew on one side and listened , and after the basket was drawn up about twenty perches , down came it and the stone like thunder , and the stone was broken into little bits .","S2: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain the motivation behind the youngest princess's request, making the target answer unsupported.
S3: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain the princess's motivation for wanting the prince to put a big stone into the basket.",Hard,"[2, 3]",no,"S2 establishes the princess's suspicion of the princes' intentions, and S3 provides the specific instruction to test by using a stone. Both are necessary to infer her motivation."
EV086,repair,Medium,[4],[S4] what a noble animal he is !,"Q: how did the youngest princess feel after she could not find the black bull ?
A: scared .",1,no,no,S4 praises the animal but provides no information about the youngest princess or her feelings after not finding the black bull.,,,,,,the-black-bull-of-norroway,428,feeling,local,implicit,"[S0] at last , when she had sat there for well - nigh an hour , a curious change began to pass over the landscape .
[S1] first it turned grey , and then it turned a deep azure blue , as if the sky had descended on the earth .
[S2] "" the bull hath conquered , "" thought the princess .
[S3] "" oh !
[S4] what a noble animal he is !
[S5] "" and in her relief and delight she moved her position and crossed one leg over the other .
[S6] oh , woe - a - day !
[S7] in a moment a mystic spell fell upon her , which caused her to become invisible to the eyes of the prince of norroway , who , having vanquished the evil spirit , was loosed from the spell which had lain over him , and had transformed him into the likeness of a great black bull , and who returned in haste down the glen to present himself , in his rightful form , to the maiden whom he loved , and whom he hoped to win for his bride .
[S8] long , long he sought , but he could not find her , while all the time she was sitting patiently waiting on the stone ; but the spell was on her eyes also , and hindered her seeing him , as it hindered him seeing her .",,Medium,[4],no,"S4 implies fear through 'sobbing with despair' and 'must lie down and die,' supporting the inference of being scared."
EV087,repair,Hard,"[1, 2, 6]","[S1] "" cried the giant .
[S2] he rushed out of his hill with a hunk of flint - rock in his fist .
[S6] "" cried the giant .","Q: how did stompe pilt feel when he heard the goat-herd go by ?
A: angry .",3,no,no,The evidence sentences do not provide any information about Stompe Pilt or his feelings when hearing the goat-herd go by.,,,,,,stompe-pilt,80,feeling,local,implicit,"[S0] "" who is there ?
[S1] "" cried the giant .
[S2] he rushed out of his hill with a hunk of flint - rock in his fist .
[S3] "" i am , if that 's what you want to know !
[S4] "" shouted the shepherd - lad and continued driving his goats up the hill .
[S5] "" if you come here , i will squash you as i squash this stone !
[S6] "" cried the giant .
[S7] he crushed it into fine sand between his fingers .
[S8] "" and i will squash you till the water runs out , just as i squash this stone !
[S9] "" answered the shepherd - lad , drawing a fresh cheese from his pocket , and pressing it hard , so that the water ran from his fingers .",,Hard,"[1, 2, 6]",no,"S1 and S2 show the giant's aggressive reaction to the shepherd-lad's presence, while S6 explicitly states his threat, supporting the inference of anger."
EV088,high,Hard,"[0, 1, 2]","[S0] the king and queen and the princess , too , stood in the hall - way , and wondered what sort of a fellow this was , who could herd hares without losing a single one .
[S1] the king reckoned and added them up , and counted with his fingers , and then added them up again ; but not even the teeny - weeniest hare was missing .
[S2] "" he is quite a chap , he is , "" said the princess .","Q: how did the king, queen, and princess feel when they saw esben return with the hares ?
A: surprised .",3,no,yes,"The context implies surprise through their actions (standing in the hallway and wondering) and the princess's comment, but the feeling of 'surprised' is not directly stated.",,,,,,kings-hares,466,feeling,local,implicit,"[S0] the king and queen and the princess , too , stood in the hall - way , and wondered what sort of a fellow this was , who could herd hares without losing a single one .
[S1] the king reckoned and added them up , and counted with his fingers , and then added them up again ; but not even the teeny - weeniest hare was missing .
[S2] "" he is quite a chap , he is , "" said the princess .
[S3] the following day he again went to the forest , and herded his hares .
[S4] but while he lay in all comfort beside a strawberry patch , they sent out the chamber - maid from the castle to him , and she was to find out how he managed to herd the king 's hares .","S0: decision=keep, can_still_answer=no, reason=The remaining evidence does not mention the feelings of the king, queen, and princess or their reaction to Esben returning with the hares.
S1: decision=keep, can_still_answer=no, reason=The remaining evidence does not explicitly state the feelings of the king, queen, and princess, making the target answer unsupported.
S2: decision=keep, can_still_answer=no, reason=The remaining evidence does not explicitly state the emotional reaction of the king, queen, and princess, making the target answer unsupported.",Hard,"[0, 1, 2]",no,"S0 and S1 describe the king's verification of the hares, and S2 shows the princess's admiration, collectively supporting their surprise."
EV089,high,Hard,"[9, 10]","[S9] little lasse did not know what to think .
[S10] he had so often been in that grotto in the ' land of nod ' and did not know what tricks dreams can play .","Q: how did little lasse feel after he woke up ?
A: confused .",2,no,yes,"S9 indicates that little Lasse did not know what to think, which implies confusion, and S10 provides context about his experiences in the 'land of nod' and the tricks of dreams, supporting the inference.",,,,,,little-lasse,213,feeling,local,implicit,"[S0] when the dreams had sung their song they skipped away , and nukku matti carried lasse back to the boat .
[S1] he lay there for a long time quite still , and he still heard the frying - pan frizzling at home of the fire , the frizzling was very plain , little lasse heard it quite near him ; and so he woke up and rubbed his eyes .
[S2] there he lay in the boat , where he had fallen asleep .
[S3] the wind had turned , and the boat had drifted out with one wind and drifted in with another while little lasse slept , and what lasse thought was frizzling in a frying - pan was the low murmur of the waves as they washed against the stones on the shore .
[S4] but he was not altogether wrong , for the clear blue sea is like a great pan in which god 's sun all day makes cakes for good children .
[S5] little lasse rubbed the sleep out of his eyes and looked around him .
[S6] everything was the same as before ; the crow in the birch tree , the cat on the grass , and the pea - shell fleet on the shore .
[S7] some of the ships had foundered , and some had drifted back to land .
[S8] hercules had come back with its cargo from asia , the flea had arrived from polynesia , and the other parts of the world were just where they were before .
[S9] little lasse did not know what to think .
[S10] he had so often been in that grotto in the ' land of nod ' and did not know what tricks dreams can play .
[S11] but little lasse did not trouble his head with such things ; he gathered together his boats and walked up the shore back to the house .","S9: decision=keep, can_still_answer=no, reason=The remaining evidence does not provide information about how little lasse felt after waking up.
S10: decision=keep, can_still_answer=no, reason=The remaining evidence does not provide any information about how little Lasse felt after waking up.",Medium,"[9, 10]",yes,"S9 directly states Lasse didn't know what to think (confusion), and S10 provides context about dream tricks reinforcing this."
EV090,high,Easy,[4],"[S4] what would her mother say when , in addition to not having finished the task that had been given her , she had to confess to having lost the greater part of the lint also ?","Q: why was maisie worried that her flint was gone ?
A: she did not finish her task and she had to tell her mother she lost her lint .",1,yes,yes,S4 directly states that Maisie was worried about what her mother would say because she did not finish her task and had to confess to losing the lint.,,,,,,habetrot-the-spinstress,222,causal relationship,local,implicit,"[S0] she rubbed her eyes , and looked all round , but she was nowhere to be seen .
[S1] the girl was utterly bewildered .
[S2] she wondered if she could have been dreaming , but no that could not be , there were her footprints leading up the bank and down again , where she had gone for the lint , and brought it back , and there was the mark of her foot , wet with dew , on a stone in the middle of the stream , where she had stood when she had handed the lint up to the mysterious little stranger .
[S3] what was she to do now ?
[S4] what would her mother say when , in addition to not having finished the task that had been given her , she had to confess to having lost the greater part of the lint also ?
[S5] she ran up and down the little dell , hunting amongst the bushes , and peeping into every nook and cranny of the bank where the little old woman might have hidden herself .
[S6] it was all in vain ; and at last , tired out with the search , she sat down on the stone once more , and presently fell fast asleep .
[S7] when she awoke it was evening .
[S8] the sun had set , and the yellow glow on the western horizon was fast giving place to the silvery light of the moon .
[S9] she was sitting thinking of the curious events of the day , and gazing at the great boulder opposite , when it seemed to her as if a distant murmur of voices came from it .","S4: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Medium,[4],no,"S4 establishes the task failure, and S10 confirms the lost lint, together justifying the mother's reaction."
EV091,high,Medium,"[6, 10]","[S6] ' now go , all of you , and call my attendants , for i do not wish to say here any longer , ' he said to the men , and as soon as they were out of sight he bade the girl get into the litter , and fasten the curtains tightly .
[S10] ' i think i am ill ; i am cold , ' he said , and signing to the bearers , he drew the curtains , and was carried through the forest right inside his own house .","Q: why did the prince pretend he was unwell ?
A: he was hiding the girl in the litter .",2,no,yes,"S6 and S10 together imply the prince's pretense of being unwell to conceal the girl in the litter, but the connection is not explicitly stated.",,,,,,the-one-handed-girl,254,causal relationship,summary,implicit,"[S0] at that she began to cry again , and told the king 's son all that had befallen her since the death of her mother .
[S1] ' i can not come down with you , for i do not like anyone to see me , ' she ended with a sob .
[S2] ' oh !
[S3] i will manage all that , ' said the king 's son , and swinging himself to a lower branch , he bade his slave go quickly into the town , and bring back with him four strong men and a curtained litter .
[S4] when the man was gone , the girl climbed down , and hid herself on the ground in some bushes .
[S5] very soon the slave returned with the litter , which was placed on the ground close to the bushes where the girl lay .
[S6] ' now go , all of you , and call my attendants , for i do not wish to say here any longer , ' he said to the men , and as soon as they were out of sight he bade the girl get into the litter , and fasten the curtains tightly .
[S7] then he got in on the other side , and waited till his attendants came up .
[S8] ' what is the matter , o son of a king ?
[S9] ' asked they , breathless with running .
[S10] ' i think i am ill ; i am cold , ' he said , and signing to the bearers , he drew the curtains , and was carried through the forest right inside his own house .
[S11] ' tell my father and mother that i have a fever , and want some gruel , ' said he , ' and bid them send it quickly .
[S12] '","S6: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain the prince's motivation for pretending to be unwell.
S10: decision=drop, can_still_answer=yes, reason=The remaining evidence implies the prince's action of hiding the girl in the litter, but does not explicitly state his motivation for pretending to be unwell.",Hard,"[6, 10]",no,"S6 establishes the prince's need to hide the girl in the litter, and S10 shows his fabricated illness as a cover story for her presence."
EV092,high,Medium,[3],"[S3] and another time when you have need of me , i will help you in turn .","Q: when will the dwarf return ?
A: when the prince is in need .",1,no,yes,"S3 implies the dwarf will return when the prince is in need, but it is not directly stated.",,,,,,princess-glass-mountain,52,prediction,local,implicit,"[S0] after the wild man had talked to the boy in this way , he finally did as he said , went up to his mother , begged her to comb his hair , and took the key from her girdle .
[S1] then he ran down to the cage and opened the door .
[S2] and when they parted , the dwarf said : "" here is your apple of gold , that i promised to give back to you , and i thank you for setting me free .
[S3] and another time when you have need of me , i will help you in turn .
[S4] "" and with that he ran off on his own way .
[S5] but the prince went back to his mother , and returned the key in the same way he had taken it .","S3: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[3],yes,S3 directly states the dwarf will return when the prince has need.
EV093,repair,Medium,"[9, 14]","[S9] "" you will have to tell me that , "" said the king 's son , "" for i have never been to the devil 's place .
[S14] and if he asks how much you want , you must tell him as much as you can carry .","Q: why did the king's son go to the master girl ?
A: he did not know how much to ask for .",2,no,no,The evidence sentences do not provide any information about why the king's son went to the master girl or his knowledge about what to ask for.,,,,,,master-girl,120,causal relationship,local,implicit,"[S0] on the third morning the giant went off again with his goats .
[S1] "" to - day you must go to the devil , and fetch me his tribute , "" said he to the king 's son .
[S2] "" when you have done that , you may rest for the remainder of the time , for you have come to a kind master , and you might as well know it , "" and with that he went off .
[S3] "" you may be a kind master , "" said the king 's son .
[S4] "" yet you hand over some pretty mean jobs to me in spite of it , but i think i 'll look after your master girl a bit .
[S5] you claim that she belongs to you , but perhaps , in spite of it , she may tell me what to do , "" and with that he went in to her .
[S6] and when the master girl asked him what the giant had given him to do that day , he told her he must go to the devil and fetch a tribute .
[S7] "" but how will you go about it ?
[S8] "" asked the master girl .
[S9] "" you will have to tell me that , "" said the king 's son , "" for i have never been to the devil 's place .
[S10] even though i knew the way there , i still would not know how much to ask for .
[S11] "" "" i will tell you what you must do , "" said the master girl .
[S12] "" you must go to the rock behind the pasture , and take the club that is lying there , and strike the rock with it .
[S13] then one will come out whose eyes flash fire , and you must tell him your business .
[S14] and if he asks how much you want , you must tell him as much as you can carry .
[S15] """,,Medium,"[9, 14]",yes,"S9 directly states the king's son did not know how much to ask for, and S14 confirms the master girl's instruction about the amount."
